,movie_index,code,mbti,title,subtitle,link,image,pubDate,director,actors,rating
1028,565,157292,ESFP ESFJ ESTP ENFP ISFP INFJ ,디어 친다기,Dear Zindagi,https://movie.naver.com/movie/bi/mi/basic.nhn?code=157292,https://ssl.pstatic.net/imgmovie/mdi/mit110/1572/157292_P01_115831.jpg,2016,가우리 신드,"['알리아 바트', '샤룩 칸', '아디티야 로이 카푸르']",6.22
1029,566,18656,ESFP ESTJ ENFP ENTJ ISTJ INFP ,영 프랑켄슈타인,Young Frankenstein,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18656,https://ssl.pstatic.net/imgmovie/mdi/mit110/0186/A8656-01.jpg,1974,멜 브룩스,"['진 와일더', '피터 보일', '마티 펠드먼', '매들린 칸']",7.37
1032,569,111944,ESFP ISFP INFP INTJ ,빅터 프랑켄슈타인,Victor Frankenstein,https://movie.naver.com/movie/bi/mi/basic.nhn?code=111944,https://ssl.pstatic.net/imgmovie/mdi/mit110/1119/111944_P03_140436.JPG,2015,폴 맥기건,"['다니엘 래드클리프', '제임스 맥어보이', '제시카 브라운 핀들레이']",7.68
1033,569,137586,ESFP ISFP INFP INTJ ,프랑켄슈타인,Frankenstein,https://movie.naver.com/movie/bi/mi/basic.nhn?code=137586,https://ssl.pstatic.net/imgmovie/mdi/mit110/1375/137586_P04_143106.jpg,2015,버나드 로즈,"['자비에르 사무엘', '대니 휴스턴']",6.23
1034,569,143480,ESFP ISFP INFP INTJ ,프랑켄슈타인 VS 미라,Frankenstein vs. The Mummy,https://movie.naver.com/movie/bi/mi/basic.nhn?code=143480,https://ssl.pstatic.net/imgmovie/mdi/mit110/1434/143480_P07_174745.jpg,2015,데미안 리온,"['맥스 라이저', '애쉬튼 리', '부머 팁스', '브랜든 데스패인']",5.58
1038,569,89724,ESFP ISFP INFP INTJ ,프랑켄슈타인,"I, Frankenstein",https://movie.naver.com/movie/bi/mi/basic.nhn?code=89724,https://ssl.pstatic.net/imgmovie/mdi/mit110/0897/89724_P26_154912.jpg,2014,스튜어트 베티,"['이본느 스트라호브스키', '빌 나이', '아론 에크하트', '미란다 오토']",6.21
1039,569,104351,ESFP ISFP INFP INTJ ,프랑켄슈타인 이론,The Frankenstein Theory,https://movie.naver.com/movie/bi/mi/basic.nhn?code=104351,https://ssl.pstatic.net/imgmovie/mdi/mit110/1043/104351_P01_115625.jpg,2013,앤드류 웨이너,"['크리스 렘세', '조 에겐더', '티모시 V. 머피', '에릭 주커먼']",6.0
1040,570,10020,ESFP ESFJ ESTP ESTJ ENFJ ENTP ISFP ISFJ ISTP ISTJ INFP ,바람과 함께 사라지다,Gone With The Wind,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10020,https://ssl.pstatic.net/imgmovie/mdi/mit110/0100/10020_P44_142402.jpg,1939,빅터 플레밍,"['클라크 게이블', '비비안 리', '레슬리 하워드', '올리비아 드 하빌랜드']",9.23
1042,572,11647,ESFP ESFJ ESTJ ISFP ISTJ ,프렌지,Frenzy,https://movie.naver.com/movie/bi/mi/basic.nhn?code=11647,https://ssl.pstatic.net/imgmovie/mdi/mit110/0116/A1647-01.jpg,1972,알프레드 히치콕,"['존 핀치', '알렉 맥코웬', '배리 포스터']",8.19
1045,575,12629,ESFP ENFJ ENTJ ISFJ ISTP ISTJ INFP ,생쥐와 인간,Of Mice And Men,https://movie.naver.com/movie/bi/mi/basic.nhn?code=12629,https://ssl.pstatic.net/imgmovie/mdi/mit110/0126/A2629-01.jpg,1992,게리 시나이즈,"['존 말코비치', '게리 시나이즈', '쉐릴린 펜']",8.15
1046,576,10132,ESFP ESTP ENFP ISTJ INFJ ,귀여운 여인,Pretty Woman,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10132,https://ssl.pstatic.net/imgmovie/mdi/mit110/0101/A0132-00.jpg,1990,게리 마샬,"['리차드 기어', '줄리아 로버츠']",8.73
1047,577,29285,ESFP ENTJ ,분닥 세인트,The Boondock Saints,https://movie.naver.com/movie/bi/mi/basic.nhn?code=29285,https://ssl.pstatic.net/imgmovie/mdi/mit110/0292/B9285-00.jpg,1999,트로이 듀피,"['윌렘 대포', '숀 패트릭 프레너리', '노만 리더스', '데이빗 델라 로코', '빌리 코놀리']",8.01
1048,578,26902,ESFP ESTJ ISFP INFP ,조브레이커,Jawbreaker,https://movie.naver.com/movie/bi/mi/basic.nhn?code=26902,https://ssl.pstatic.net/imgmovie/mdi/mit110/0269/B6902-00.jpg,1999,대런 스타인,"['로즈 맥고완', '줄리 벤즈', '주디 그리어', '레베카 게이하트']",5.33
1049,579,24780,ESFP ESFJ ESTP ISFP ISFJ ISTP ISTJ INFP ,로미와 미셀,Romy And Michele's High School Reunion,https://movie.naver.com/movie/bi/mi/basic.nhn?code=24780,https://ssl.pstatic.net/imgmovie/mdi/mit110/0247/B4780-00.jpg,1997,데이빗 미어킨,"['미라 소르비노', '리사 쿠드로']",7.37
1050,580,17447,ESFP ENTJ INFP ,사브리나,Sabrina,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17447,https://ssl.pstatic.net/imgmovie/mdi/mit110/0174/17447_P02_151137.jpg,1995,시드니 폴락,"['해리슨 포드', '줄리아 오몬드', '그렉 키니어']",7.56
1053,581,36581,ESFP ESTP ENTJ ISFP ISFJ INFJ ,25시,25th Hour,https://movie.naver.com/movie/bi/mi/basic.nhn?code=36581,https://ssl.pstatic.net/imgmovie/mdi/mit110/0365/C6581-00.jpg,2002,스파이크 리,['에드워드 노튼'],8.07
1054,581,14971,ESFP ESTP ENTJ ISFP ISFJ INFJ ,25시,The 25th Hour,https://movie.naver.com/movie/bi/mi/basic.nhn?code=14971,https://ssl.pstatic.net/imgmovie/mdi/mit110/0149/14971_P01_101329.jpg,1967,앙리 베르뇌유,"['안소니 퀸', '비르나 리지']",8.89
1055,582,10660,ESFP ESTP ESTJ ENFP ENFJ ENTP ENTJ ISFJ ,마이 페어 레이디,My Fair Lady,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10660,https://ssl.pstatic.net/imgmovie/mdi/mit110/0106/A0660-01.jpg,1964,조지 큐커,"['오드리 헵번', '렉스 해리슨']",8.6
1056,583,39722,ESFP ESFJ ESTJ ISTJ INFJ INTJ ,피닉스,Flight Of The Phoenix,https://movie.naver.com/movie/bi/mi/basic.nhn?code=39722,https://ssl.pstatic.net/imgmovie/mdi/mit110/0397/C9722-00.jpg,2004,존 무어,['데니스 퀘이드'],7.1
1057,584,190727,ESFP ESTP ESTJ ENFJ ISFP ISFJ ISTP ISTJ ,할로윈 킬즈,Halloween Kills,https://movie.naver.com/movie/bi/mi/basic.nhn?code=190727,https://ssl.pstatic.net/imgmovie/mdi/mit110/1907/190727_P01_163748.jpg,2020,데이빗 고든 그린,"['제이미 리 커티스', '주디 그리어', '앤디 마티첵']",5.53
1060,584,170879,ESFP ESTP ESTJ ENFJ ISFP ISFJ ISTP ISTJ ,할로윈,Halloween,https://movie.naver.com/movie/bi/mi/basic.nhn?code=170879,https://ssl.pstatic.net/imgmovie/mdi/mit110/1708/170879_P03_161546.jpg,2018,데이빗 고든 그린,"['주디 그리어', '제이미 리 커티스']",6.23
1061,584,172819,ESFP ESTP ESTJ ENFJ ISFP ISFJ ISTP ISTJ ,구스범스: 몬스터의 역습,Goosebumps 2: Haunted Halloween,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172819,https://ssl.pstatic.net/imgmovie/mdi/mit110/1728/172819_P01_163303.jpg,2018,아리 산델,"['웬디 맥렌던 커비', '매디슨 아이스먼', '켄 정', '제레미 레이 테일러', '칼릴 해리스']",7.19
1062,584,194274,ESFP ESTP ESTJ ENFJ ISFP ISFJ ISTP ISTJ ,할로윈: 살인마 잭,The Legend of Halloween Jack,https://movie.naver.com/movie/bi/mi/basic.nhn?code=194274,https://ssl.pstatic.net/imgmovie/mdi/mit110/1942/194274_P01_143933.jpg,2018,앤드류 존스,"['제이슨 그렉', '아론 제프코트', '콜린 홀트', '리 베인']",4.78
1066,584,147038,ESFP ESTP ESTJ ENFJ ISFP ISFJ ISTP ISTJ ,부! 마디아 할로윈,Boo! A Madea Halloween,https://movie.naver.com/movie/bi/mi/basic.nhn?code=147038,https://ssl.pstatic.net/imgmovie/mdi/mit110/1470/147038_P03_160749.jpg,2016,타일러 페리,"['타일러 페리', '벨라 손', '키안 롤리']",9.6
1067,585,37805,ESFP ESFJ ISFJ ISTP ,13살의 반란,Thirteen,https://movie.naver.com/movie/bi/mi/basic.nhn?code=37805,https://ssl.pstatic.net/imgmovie/mdi/mit110/0378/C7805-00.jpg,2003,캐서린 하드윅,"['홀리 헌터', '에반 레이첼 우드']",7.75
1068,585,37763,ESFP ESFJ ISFJ ISTP ,13 계단,Thirteen Steps,https://movie.naver.com/movie/bi/mi/basic.nhn?code=37763,https://ssl.pstatic.net/imgmovie/mdi/mit110/0377/C7763-01.jpg,2003,나가사와 마사히코,"['소리마치 타카시', '야마자키 츠토무']",7.65
1069,586,38421,ESFP ESTP ENFJ ISTP ISTJ INFP INTP ,반 헬싱,Van Helsing,https://movie.naver.com/movie/bi/mi/basic.nhn?code=38421,https://ssl.pstatic.net/imgmovie/mdi/mit110/0384/C8421-00.jpg,2004,스티븐 소머즈,"['휴 잭맨', '케이트 베킨세일']",7.67
1071,587,40932,ESFP ISFP ISFJ ISTP ,매치 포인트,Match Point,https://movie.naver.com/movie/bi/mi/basic.nhn?code=40932,https://ssl.pstatic.net/imgmovie/mdi/mit110/0409/40932_P60_182608.jpg,2005,우디 앨런,"['조나단 리스 마이어스', '스칼릿 조핸슨', '브라이언 콕스', '매튜 구드', '에밀리 모티머', '페네로프 윌튼']",7.96
1072,588,45938,ESFP ESTP ENTJ ISFP ISTJ INTJ ,퍼블릭 에너미,Public Enemies,https://movie.naver.com/movie/bi/mi/basic.nhn?code=45938,https://ssl.pstatic.net/imgmovie/mdi/mit110/0459/45938_P01_115822.jpg,2009,마이클 만,"['크리스찬 베일', '조니 뎁']",7.53
1073,588,76333,ESFP ESTP ENTJ ISFP ISTJ INTJ ,슈퍼맨/배트맨: 퍼블릭 에너미,Superman/Batman: Public Enemies,https://movie.naver.com/movie/bi/mi/basic.nhn?code=76333,https://ssl.pstatic.net/imgmovie/mdi/mit110/0763/76333_P02_182246.jpg,2009,샘 리우,"['클랜시 브라운', '케빈 콘로이']",9.5
1074,589,168039,ESFP ESFJ ESTJ ENFP ENTJ INFP INTP ,넥스트 젠,Next Gen,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168039,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168039_P01_160427.jpg,2018,케빈 R. 아담스,"['제이슨 서디키스', '데이빗 크로스', '마이클 페나', '샤린 이', '콘스탄스 우']",4.85
1075,590,74518,ESFP ESTP ESTJ ENFP ENFJ ENTJ ISFJ ISTJ INFP ,제인 에어,Jane Eyre,https://movie.naver.com/movie/bi/mi/basic.nhn?code=74518,https://ssl.pstatic.net/imgmovie/mdi/mit110/0745/74518_P01_190149.jpg,2011,캐리 후쿠나가,"['미아 와시코브스카', '마이클 패스벤더', '제이미 벨', '주디 덴치']",7.93
1076,591,109694,ESFP ESFJ ESTJ ENFP ENFJ ENTP ENTJ INFP INTP ,머펫 대소동2,Muppets Most Wanted,https://movie.naver.com/movie/bi/mi/basic.nhn?code=109694,https://ssl.pstatic.net/imgmovie/mdi/mit110/1096/109694_P08_151641.jpg,2014,제임스 보빈,"['크리스토프 왈츠', '톰 히들스턴', '티나 페이', '레이디 가가', '셀마 헤이엑', '데비 라이언', '릭키 제바이스', '타이 버렐', '스티브 휘트미어', '에릭 제이콥슨', '데이브 고엘즈', '빌 바레타', '데이빗 루드먼', '매트 보겔', '피터 린츠', '토니 베넷', '휴 보네빌', '저메인 클레멘트']",8.26
1077,591,82086,ESFP ESFJ ESTJ ENFP ENFJ ENTP ENTJ INFP INTP ,머펫 대소동,The Muppets,https://movie.naver.com/movie/bi/mi/basic.nhn?code=82086,https://ssl.pstatic.net/imgmovie/mdi/mit110/0820/82086_P07_140124.jpg,2011,제임스 보빈,"['에이미 아담스', '제이슨 세걸', '크리스 쿠퍼', '라시다 존스']",8.13
1079,591,84931,ESFP ESFJ ESTJ ENFP ENFJ ENTP ENTJ INFP INTP ,"머펫, 뉴욕을 점령하다",The Muppets Take Manhattan,https://movie.naver.com/movie/bi/mi/basic.nhn?code=84931,https://ssl.pstatic.net/imgmovie/mdi/mit110/0849/84931_P01_144500.jpg,1984,프랭크 오즈,"['짐 헨슨', '프랭크 오즈']",5.0
1080,592,91955,ESFP INFP INTJ ,로얄 어페어,A Royal Affair,https://movie.naver.com/movie/bi/mi/basic.nhn?code=91955,https://ssl.pstatic.net/imgmovie/mdi/mit110/0919/91955_P19_104154.jpg,2012,니콜라이 아르셀,"['알리시아 비칸데르', '매즈 미켈슨', '미켈 폴스라르']",8.51
1082,594,119316,ESFP ENFP ENTP ENTJ ISFP INFP ,라디오 레벨,Radio Rebel,https://movie.naver.com/movie/bi/mi/basic.nhn?code=119316,https://ssl.pstatic.net/imgmovie/mdi/mit110/1193/119316_P01_134501.jpg,2012,피터 호윗,['데비 라이언'],7.5
1083,596,109920,ESFP ESFJ ESTP ENFP ENTP ISFP ISFJ ISTJ ,아메리칸 셰프,Chef,https://movie.naver.com/movie/bi/mi/basic.nhn?code=109920,https://ssl.pstatic.net/imgmovie/mdi/mit110/1099/109920_P08_104336.jpg,2014,존 파브로,"['소피아 베르가라', '존 파브로', '엠제이 안소니', '스칼릿 조핸슨', '더스틴 호프만', '로버트 다우니 주니어']",8.79
1085,597,136842,ESFP ESFJ ESTP ESTJ ENFP ENFJ ENTP ISTJ INTP INTJ ,빅쇼트,The Big Short,https://movie.naver.com/movie/bi/mi/basic.nhn?code=136842,https://ssl.pstatic.net/imgmovie/mdi/mit110/1368/136842_P22_104948.jpg,2015,아담 맥케이,"['브래드 피트', '크리스찬 베일', '라이언 고슬링', '스티브 카렐']",8.56
1086,599,172393,ESFP ESFJ ISFP INFP INTP INTJ ,리버스 엣지,River's Edge,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172393,https://ssl.pstatic.net/imgmovie/mdi/mit110/1723/172393_P01_112639.jpg,2018,유키사다 이사오,"['니카이도 후미', '요시자와 료']",5.0
1088,601,11575,ESFP ESFJ ESTP ESTJ ISFP ISFJ INFP INFJ ,찰리의 천국여행 ,All Dogs Go To Heaven,https://movie.naver.com/movie/bi/mi/basic.nhn?code=11575,https://ssl.pstatic.net/imgmovie/mdi/mit110/0115/A1575-01.jpg,1989,돈 블루스,"['버트 레이놀즈', '로니 앤더슨', '돔 드루이즈', '주디스 바시', '빅 타이백', '멜바 무어', '찰스 넬슨 레일리', '켄 페이지']",8.36
1089,602,62626,ESFP ENFP ENFJ INFJ INTP INTJ ,앤트 불리,The Ant Bully,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62626,https://ssl.pstatic.net/imgmovie/mdi/mit110/0626/F2626-01.jpg,2006,존 A. 데이비스,"['줄리아 로버츠', '니콜라스 케이지', '잭 타일러']",8.27
1090,603,11415,ESFP ESFJ ESTP ESTJ ENFP ENFJ ENTJ ISFJ ISTP ISTJ ,생쥐 구조대,The Rescuers,https://movie.naver.com/movie/bi/mi/basic.nhn?code=11415,https://ssl.pstatic.net/imgmovie/mdi/mit110/0114/A1415-01.jpg,1977,울프강 라이트만,"['밥 뉴하트', '에바 가버', '제라르딘 페이지', '조 플린']",9.38
1091,605,75415,ESFP ESFJ ESTP ENFP ENTJ ISTP ISTJ INTJ ,몬스터 대학교,Monsters University,https://movie.naver.com/movie/bi/mi/basic.nhn?code=75415,https://ssl.pstatic.net/imgmovie/mdi/mit110/0754/75415_P08_142744.jpg,2013,댄 스캔론,"['빌리 크리스탈', '존 굿맨', '스티브 부세미']",8.78
1092,606,51460,ESFP ESTP ENTP INFP ,자투라 - 스페이스 어드벤쳐,Zathura: A Space Adventure,https://movie.naver.com/movie/bi/mi/basic.nhn?code=51460,https://ssl.pstatic.net/imgmovie/mdi/mit110/0514/E1460-00.jpg,2005,존 파브로,"['팀 로빈스', '조쉬 허처슨', '조나 보보', '댁스 셰파드', '크리스틴 스튜어트']",7.98
1093,607,38898,ESFP ESFJ ESTP ISTP ,화이트 칙스,White Chicks,https://movie.naver.com/movie/bi/mi/basic.nhn?code=38898,https://ssl.pstatic.net/imgmovie/mdi/mit110/0388/C8898-00.jpg,2004,키넌 아이보리 웨이언스,"['숀 웨이언스', '말론 웨이언스', '제이미 킹', '프랭키 페이슨', '로슬린 먼로', '존 허드']",8.67
1094,608,41587,ESFP ENFJ INTP ,퍼펙트 맨,The Perfect Man,https://movie.naver.com/movie/bi/mi/basic.nhn?code=41587,https://ssl.pstatic.net/imgmovie/mdi/mit110/0415/D1587-01.jpg,2005,마크 로즈만,"['힐러리 더프', '헤더 로클리어']",7.75
1095,609,38284,ESFP ESFJ ESTP ESTJ ENFP ENFJ ENTP ENTJ INFJ INTP INTJ ,라스트 유니콘,The Last Unicorn,https://movie.naver.com/movie/bi/mi/basic.nhn?code=38284,https://ssl.pstatic.net/imgmovie/mdi/mit110/0382/C8284-01.jpg,1982,줄스 배스,"['알란 아킨', '제프 브리지스', '미아 패로', '타미 그림스', '로버트 클라인', '안젤라 랜즈베리', '크리스토퍼 리', '키넌 윈', '폴 프리즈']",9.27
1096,610,31477,ESFP ENTJ ISFP INFP ,릴리 슈슈의 모든 것,All About Lily Chou Chou,https://movie.naver.com/movie/bi/mi/basic.nhn?code=31477,https://ssl.pstatic.net/imgmovie/mdi/mit110/0314/31477_P22_151032.jpg,2001,이와이 슌지,"['이치하라 하야토', '오시나리 슈고']",8.13
1098,612,158986,ESFP ESFJ ISFP ISFJ ISTP ,윔피키드: 가족 여행의 법칙,Diary of a Wimpy Kid: The Long Haul,https://movie.naver.com/movie/bi/mi/basic.nhn?code=158986,https://ssl.pstatic.net/imgmovie/mdi/mit110/1589/158986_P02_142202.JPG,2017,데이빗 보워스,"['알리시아 실버스톤', '톰 에버렛 스콧', '제이슨 드러커']",6.0
1099,613,97711,ESFP ESTP ESTJ ENFP ENTP INTP ,왓 이프,What If,https://movie.naver.com/movie/bi/mi/basic.nhn?code=97711,https://ssl.pstatic.net/imgmovie/mdi/mit110/0977/97711_P12_105221.jpg,2013,마이클 도즈,"['다니엘 래드클리프', '조 카잔', '메이건 파크']",7.85
1100,614,15379,ESFP ESTP ENTJ ISFP INFJ ,스크루지,Scrooged,https://movie.naver.com/movie/bi/mi/basic.nhn?code=15379,https://ssl.pstatic.net/imgmovie/mdi/mit110/0153/A5379-01.jpg,1988,리차드 도너,"['빌 머레이', '카렌 알렌', '존 포사이스', '존 글로버', '밥 골드웨이트', '데이비드 요한센', '캐롤 케인', '로버트 미첨', '니콜라스 필립스', '마이클 J. 폴라드', '알프리 우다드']",7.85
1101,615,15058,ESFP INTJ ,홍등,Raise The Red Lantern,https://movie.naver.com/movie/bi/mi/basic.nhn?code=15058,https://ssl.pstatic.net/imgmovie/mdi/mit110/0150/15058_P06_144608.jpg,1991,장이머우,['공리'],9.15
1102,616,25992,ESFP ENTP ISFJ ISTJ ,락 시티,Detroit Rock City,https://movie.naver.com/movie/bi/mi/basic.nhn?code=25992,https://ssl.pstatic.net/imgmovie/mdi/mit110/0259/B5992-00.jpg,1999,아담 리프킨,"['에드워드 펄롱', '쥬세페 앤드류스', '제임스 드벨로', '샘 헌팅톤']",8.7
1103,617,206581,ESFP ESFJ ESTP ESTJ ENTJ ISFP ISFJ ISTP ISTJ INFJ INTP INTJ ,스네이크 아이즈: 지.아이.조,Snake Eyes: G.I. Joe Origins,https://movie.naver.com/movie/bi/mi/basic.nhn?code=206581,https://ssl.pstatic.net/imgmovie/mdi/mit110/2065/206581_P01_094009.jpg,2021,로베르트 슈벤트케,"['헨리 골딩', '우슬라 코르베로', '앤드류 코지']",2.95
1104,617,72405,ESFP ESFJ ESTP ESTJ ENTJ ISFP ISFJ ISTP ISTJ INFJ INTP INTJ ,지.아이.조 2,G.I. Joe: Retaliation,https://movie.naver.com/movie/bi/mi/basic.nhn?code=72405,https://ssl.pstatic.net/imgmovie/mdi/mit110/0724/72405_P65_102151.jpg,2013,존 추,"['채닝 테이텀', '이병헌', '브루스 윌리스', '드웨인 존슨', '아드리안 팔리키', '레이 스티븐슨', '레이 파크']",7.07
1106,617,45979,ESFP ESFJ ESTP ESTJ ENTJ ISFP ISFJ ISTP ISTJ INFJ INTP INTJ ,지.아이.조 - 전쟁의 서막,G.I. Joe: The Rise Of Cobra,https://movie.naver.com/movie/bi/mi/basic.nhn?code=45979,https://ssl.pstatic.net/imgmovie/mdi/mit110/0459/45979_P00_124404.jpg,2009,스티븐 소머즈,"['채닝 테이텀', '데니스 퀘이드', '이병헌', '조셉 고든 레빗', '시에나 밀러', '레이첼 니콜스', '크리스토퍼 에클리스턴', '레이 파크', '아데웰 아킨누오예 아바제', '아놀드 보슬로', '말론 웨이언스', '조나단 프라이스', '세이드 타그마오우이']",7.65
1109,618,10016,ESFP ESFJ ESTP ESTJ ENFP ENFJ ENTP ISTP INFJ INTP ,나 홀로 집에,Home Alone,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10016,https://ssl.pstatic.net/imgmovie/mdi/mit110/0100/A0016-02.jpg,1990,크리스 콜럼버스,"['맥컬리 컬킨', '조 페시', '다니엘 스턴', '존 허드', '로버츠 브로좀', '캐서린 오하라']",9.43
1116,620,67872,ESFP ESFJ ESTP ESTJ ISFP ISFJ ISTP ISTJ INFP INFJ INTJ ,우리들의 행복한 나날들,Those Happy Days,https://movie.naver.com/movie/bi/mi/basic.nhn?code=67872,https://ssl.pstatic.net/imgmovie/mdi/mit110/0678/67872_P01_100357.jpg,2006,올리비에르 나카체,"['장 폴 루브', '마릴루 베리']",9.67
1119,622,127370,ESFP ENTP ISFJ INFJ ,바이 더 씨,By the Sea,https://movie.naver.com/movie/bi/mi/basic.nhn?code=127370,https://ssl.pstatic.net/imgmovie/mdi/mit110/1273/127370_P16_094744.jpg,2015,안젤리나 졸리,"['안젤리나 졸리', '브래드 피트']",7.65
1121,623,47346,ESFP INTJ ,하비의 마지막 로맨스,Last Chance Harvey,https://movie.naver.com/movie/bi/mi/basic.nhn?code=47346,https://ssl.pstatic.net/imgmovie/mdi/mit110/0473/47346_P22_120807.jpg,2008,조엘 홉킨스,"['더스틴 호프만', '엠마 톰슨']",8.79
1122,624,84218,ESFP ESFJ ENTJ INFP INTP ,백설공주,"Mirror, Mirror",https://movie.naver.com/movie/bi/mi/basic.nhn?code=84218,https://ssl.pstatic.net/imgmovie/mdi/mit110/0842/84218_P63_111255.jpg,2012,타셈 싱,"['줄리아 로버츠', '릴리 콜린스', '아미 해머']",7.47
1129,625,120157,ESFP ESFJ ESTJ ENFP ENTP ISFJ ISTP ISTJ INFJ INTP INTJ ,검은 사제들,The Priests,https://movie.naver.com/movie/bi/mi/basic.nhn?code=120157,https://ssl.pstatic.net/imgmovie/mdi/mit110/1201/120157_P24_105439.jpg,2015,장재현,"['김윤석', '강동원']",8.32
1130,626,18838,ESFP ESTP ISTP ISTJ INFP ,요짐보,Yojimbo,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18838,https://ssl.pstatic.net/imgmovie/mdi/mit110/0188/18838_P00_213117.jpg,1961,구로사와 아키라,"['미후네 도시로', '토우노 에이지로', '후지와라 카마타리']",8.55
